,name,category,subcategory,price,created_at,purchase_opportunity,description
4734,Premium Indoor Rug Pad,Rugs,Hand-Knotted,29.0,2019-05-07 10:46:40-06:00,Yes,"The only rug pad we use! Your feet will thank you when you use this rug pad in any room of your home. It provides cushion, insulation, a no-slip grip and protection for your floors. It can be used on both hard and carpeted surfaces."
4735,Evie Hand-Knotted Rug,Rugs,Hand-Knotted,400.0,2019-11-14 15:02:55-07:00,Yes,"Hand-knotted by skilled artisans, our Evie Rug mixes color beautifully creating a unique patterned motif. From the deep blue hues to the tonal browns, this 100% wool rug anchors your space with a warm, comfortable feel. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4736,Kasuri Hand-Knotted Rug,Rugs,Hand-Knotted,600.0,2019-11-14 15:03:00-07:00,Yes,"Hand-knotted by skilled artisans with a keen attention to detail, the Kasuri Rug adds visual interest to your space with its unique color palette. From the deep blues to golden hues and tonal background, this rug is crafted from 100% wool anchoring your room with a comfortable, luxurious feel. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4737,Anya Indigo Hand-Knotted Rug,Rugs,Hand-Knotted,400.0,2020-02-07 14:08:12-07:00,Yes,"﻿Hand-Knotted by skilled artisans, our Anya Indigo Rug brings both texture and contrast to the forefront of your living room. Crafted from 100% wool, this rug easily anchors your furniture with its transitional look, working well in both modern and traditional homes. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4738,Kazan Hand-Knotted Rug,Rugs,Hand-Knotted,600.0,2019-10-04 13:23:45-06:00,Yes,"Hand-Knotted with unprecedented attention to detail, the Kazan Rug features a tonal blue palette, with a vintage-inspired motif. Its subtle fringed edge takes the design to a new level, creating the perfect amount of contrast while softening the darker tones. Crafted from 100% high-quality, durable wool, this rug is sure to add style to your home for years to come. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4739,Soliel Fringe Woven Rug,Rugs,Hand-Knotted,200.0,2019-11-14 15:03:05-07:00,Yes,"Woven on a loom for durability and texture, the Soliel Fringe Woven Rug anchors your space with a comfortable feel. From the classic navy and cream color palette to the striped details and playful fringed edge, this rug blends seamlessly in any space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4740,Millie Hand-Knotted Rug,Rugs,Hand-Knotted,3505.0,2019-12-17 10:25:57-07:00,Yes,"Hand-Knotted by skilled artisans, the Millie Rug stands the test of time with its durable, high-quality polyester construction. With a livable design, this stain and fade-resistant rug anchor your space with warmth from its neutral cream and taupe colorway.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4741,Palmas Wool Rug,Rugs,Hand-Knotted,1310.0,2022-02-28 11:07:09-07:00,Yes,"Bold but approachable, the Palmas Wool Rug has a dramatic palette of blue and tonal brown hues. In a hand-knotted design crafted from 100% wool, this rug adds a touch of color to the room while remaining subdued and versatile.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4742,Clementina Wool Rug,Rugs,Hand-Knotted,1970.0,2022-02-28 11:07:01-07:00,Yes,"With a vintage feel that is reminiscent of sun-soaked textiles, the Clementina Wool Rug adds the warmth of subdued, neutral tones to your space. Soft underfoot and hand-knotted from 100% wool, this rug is both durable and elegant in a design that grounds the room.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4743,Cristalina Wool Rug,Rugs,Hand-Knotted,1620.0,2022-02-28 11:07:01-07:00,Yes,"Warm tones of blue and cream come together in the botanical motifs of the Cristalina Wool Rug. Hand-knotted from 100% wool, this rug is soft underfoot with a warm, organic feel.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4744,Mariene Wool Rug,Rugs,Hand-Knotted,1140.0,2022-02-28 11:07:05-07:00,Yes,"In a tonal palette of tobacco and cream, the Mariene Wool Rug is hand-knotted from soft, 100% wool. Intricate details in its pattern give a sense of dimension to the rug, and its overall feel is elevated yet organic.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4745,Arena Hand-Knotted Rug,Rugs,Hand-Knotted,1140.0,2022-02-28 11:06:59-07:00,Yes,"A neutral palette and intricate design give the Arena Hand-Knotted Rug a rich, grounded design. Hand-knotted from 100% wool, the detail of this durable rug brings an organic warmth to the room.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4746,Atalaya Wool Rug,Rugs,Hand-Knotted,1140.0,2022-02-28 11:06:59-07:00,Yes,"Delicate fringe and a hand-knotted wool pile bring durability and detail to the Atalaya Wool Rug. In a palette of subdued rust and slate gray, the botanical and geometric inspired design is grounding and inviting.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4747,Caru Hand-Knotted Wool Rug,Rugs,Hand-Knotted,2040.0,2022-01-12 12:54:59-07:00,Yes,"Hand knotted in a low-pile, the Caru Hand-Knotted Rug has a stunning tonal palette and subtle fringe that make it a grounding yet playful addition to your space. Crafted from a wool blend, this rug is durable and heavy with a lustrous sheen that makes it eye-catching and elegant."
4748,Vilnius Wool Rug,Rugs,Hand-Knotted,2500.0,2019-06-04 10:42:58-06:00,Yes,"Hand-knotted from 100% wool, the vintage motif of the Vilnius Wool Rug anchors your space through its warm, neutral hues. With a touchable, soft texture, this rug is transitional, bringing an old world feel to modern and traditional spaces alike.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4749,La Mans Hand-Knotted Rug,Rugs,Hand-Knotted,360.0,2018-03-20 12:01:18-06:00,Yes,"The La Mans pulls its inspiration from ancient khotan rugs to deliver cultured character where it’s laid.  Hand-knotted in India from 100% viscose, its quality in production matches high-end style. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4750,Antalya Hand-Knotted Rug,Rugs,Hand-Knotted,2000.0,2020-09-22 11:54:35-06:00,Yes,"﻿Hand-knotted by skilled artisans, the Antalya Rug makes the most of its blue-gray hue. Crafted with a high-low carved texture, this rug brings a vintage look and feel to your space while anchoring your furniture with its space-dyed effect and one-of-a-kind quality. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4751,Leon Indoor/Outdoor Rug,Rugs,Patterned Rugs,140.0,2021-08-11 13:28:16-06:00,Yes,"Handwoven from 100% PET, the Leon Indoor / Outdoor Rug features a graph pattern in a palette of slate blue and white. Easy to clean, this rug is ideal for high-traffic areas and outdoor spaces, and its material is soft underfoot."
4752,Caru Hand-Knotted Wool Rug,Rugs,Patterned Rugs,2040.0,2022-01-12 12:54:59-07:00,Yes,"Hand knotted in a low-pile, the Caru Hand-Knotted Rug has a stunning tonal palette and subtle fringe that make it a grounding yet playful addition to your space. Crafted from a wool blend, this rug is durable and heavy with a lustrous sheen that makes it eye-catching and elegant."
4753,Jamestown Stripe Indoor / Outdoor Rug,Rugs,Patterned Rugs,39.99,2019-01-10 10:12:51-07:00,Yes,"Our Jamestown rug is handwoven in India from recycled materials by skilled artisans. While crafted to withstand the outdoor elements, its cotton feel and look makes it comfortable and pretty enough for indoor spaces too! We designed its deep green stripes to beautifully layer with a doormat or set the tone with outdoor furniture on top. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4754,Haarlem Hand-Knotted Rug,Rugs,Patterned Rugs,860.0,2019-04-17 13:41:06-06:00,Yes,"Hand-knotted by skilled artisans in India, our Haarlem Rug is crafted from 100% Wool. Deliberately distressed for a vintage look and feel, its neutral coloring anchors your space with an understated, elegant motif.

Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4755,Vintage Rug No. 172,Rugs,Patterned Rugs,1400.0,2020-12-23 10:17:32-07:00,Yes,"﻿After sifting through stacks of one-of-a-kind rugs from around the world, the Vintage Rug Collection was born. Each unique rug is steeped in history and woven, tufted, or knotted by hand, ready to begin anew in your home. All of our hand-selected rugs were chosen for their stunning designs and heritage, bringing interest, timeless character, and soul to your home for years to come.
Our vintage rugs may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
4756,Seville Hand-Knotted Rug,Rugs,Patterned Rugs,470.0,2017-06-29 15:06:58-06:00,Yes,"This antiqued beauty features all the elements you’d ever want in a vintage rug. Classic motifs, hand-knotted in India, 100% wool, and a color palette that’s easy to style.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4757,Lombardy Rug,Rugs,Patterned Rugs,185.0,2020-02-07 14:08:08-07:00,Yes,"﻿Form meets function in the hand-woven design of our Lombardy Rug. Crafted to be reversible, this rug features a classic color palette of cream and espresso, perfect for any room in your home! 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4758,Goldie Indoor/Outdoor Rug,Rugs,Patterned Rugs,50.0,2021-08-11 13:28:15-06:00,Yes,"Entirely handwoven, the Goldie Indoor / Outdoor Rug is soft underfoot with a durable construction of 100% PET. In a palette of tan and cream, its classic stripe pattern feels approachable and playful, and its color scheme is neutral and warm."
4759,Beaufort Plaid Indoor / Outdoor Rug,Rugs,Patterned Rugs,104.99,2021-09-03 10:24:22-06:00,Yes,"With an ultra-durable design, the Beaufort Plaid Rug brings comfort to both your indoor and outdoor spaces. A new take on a classic plaid motif, ivory and blush hues contrast against a white background for the perfect amount of visual interest. Great for high traffic areas, this rug can be sprayed off when dirty, and it’s reversible!
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4760,Lenola Cream Rug,Rugs,Patterned Rugs,1730.0,2021-09-22 09:13:53-06:00,Yes,"Featuring a cut-loop pile from its hand-woven construction, the Lenola Cream Rug brings softness to your space. Its traditional, geometric pattern is intricate yet subtle, with the rug’s muted cream palette adding a subdued emphasis to its design. Crafted from a blend of natural wool and luxe bamboo rayon, the Lenola Cream Rug is effortlessly soft-to-the-touch and timeless in its style.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4761,Vintage Rug No. 145,Rugs,Patterned Rugs,475.0,2019-10-07 13:53:25-06:00,Yes,"It's no secret that we love vintage rugs! We use them in at least one room of every project. They add warmth, color, and character to any style. Finding vintage rugs require lots of digging and we've taken the work out for you! 
Because each rug has been handpicked and selected by Shea McGee, no two will ever be the same. Snatch them up while you can!
Our vintage rugs may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
4762,Pembroke Hand-Knotted Rug,Rugs,Patterned Rugs,260.0,2019-11-14 15:03:04-07:00,Yes,"Hand-knotted by skilled artisans with a keen attention to detail, The Pembroke Rug is an instant classic. With tonal hues and a vintage inspired design, this rug updates your home while lending added comfort. Blending seamlessly in both modern and traditional homes, its transitional design finishes off your space with just the right amount of dimension. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4763,Zhara Ivory Stripe Indoor / Outdoor Rug,Rugs,Patterned Rugs,135.0,2018-10-24 09:45:48-06:00,Yes,"Warm up your space in look and personality with the Zhara Ivory Stripe Indoor/Outdoor Rug. Its playful weaving patterns are rich with tactile texture and Moroccan appeal. Not only soft underfoot, it’s made to withstand even the most highly trafficked areas.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4764,Searcy Rug,Rugs,Patterned Rugs,80.0,2020-07-16 12:00:25-06:00,Yes,"﻿Hand woven with a keen attention to detail, the Searcy Rug is crafted through traditional techniques creating a tight weave and no pile design. With a traditional plaid-inspired design, this rug effortlessly grounds your space with its tonal hues and classic motif. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4765,Masella Beige Rug,Rugs,Patterned Rugs,400.0,2021-09-22 09:13:53-06:00,Yes,"Finely hand-woven from a jute and cotton blend, the Masella Beige Rug brings a casual yet grounding feel to your space. Its neutral palette of beige and cream give a layer of warm comfort to your designs, and its classic striped design gives a touch of effortless simplicity to any room in the home.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4766,Keota Wool Rug,Rugs,Patterned Rugs,210.0,2021-06-09 14:42:22-06:00,Yes,"﻿Hand-tufted from 100% wool in a palette of charcoal, beige, and taupe, the low-pile Keota Wool Rug is soft and eccentric. Its pattern uses color blocks to create interest, using negative space and gradients of neutral tones to develop depth. Available in a variety of sizes, you’re sure to find a Keota Wool Rug that will suit your space and style.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4767,Mali Hand-Knotted Rug,Rugs,Patterned Rugs,460.0,2021-03-04 15:51:42-07:00,Yes,"In a classic pattern, the Mali Hand-Knotted Rug brings a grounded feel to any space. A tonal palette gives a neutral warmth to the textile, while its soft fringe adds a level of playfulness to the otherwise traditional design. Its hand-knotted craftsmanship speaks to its elevated presence, offering a look of intention to your home.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4768,Vintage Rug No. 154,Rugs,Patterned Rugs,2900.0,2019-11-14 14:27:23-07:00,Yes,"Vintage rugs not only bring beauty to your space, but also lend an added layer of timeworn character and soul. After sifting through stacks of one-of-a-kind rugs from around the world, the vintage Rug Collection was born. Each rug is steeped in history, but ready to begin anew in your home. Giving interest, depth and warmth, all of our hand-selected rugs are picked for their classic design and ability to bring timeless style to your space for years to come.
Our vintage rugs may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
4769,Kali Woven Jute Rug,Rugs,Patterned Rugs,110.0,2018-10-24 09:44:10-06:00,Yes,"Our modern and timeless Kali Woven Jute Rug is created from eco-friendly, natural materials. A large ivory latticework pattern emerges from the natural jute weave, bringing natural charm to the design.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4770,Antalya Hand-Knotted Rug,Rugs,Patterned Rugs,2000.0,2020-09-22 11:54:35-06:00,Yes,"﻿Hand-knotted by skilled artisans, the Antalya Rug makes the most of its blue-gray hue. Crafted with a high-low carved texture, this rug brings a vintage look and feel to your space while anchoring your furniture with its space-dyed effect and one-of-a-kind quality. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4771,Holburn Rug,Rugs,Patterned Rugs,475.0,2020-12-17 13:48:47-07:00,Yes,"﻿Hand-knotted from wool, the Holburn Rug has a simple pattern and palette with a subtle texture. Its charcoal lines crisscross in a large pattern across a cream background, striking a balance between casual warmth and an elevated style.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4772,Orleans Ivory Rug,Rugs,Patterned Rugs,365.0,2021-09-22 09:13:54-06:00,Yes,"Textural and organic, the Orleans Ivory Rug anchors any room with a touch of movement from its distinct hand-woven technique. Crafted from wool in a palette of ivory and cream, this durable rug is versatile and beautiful, adding interest to any space with ease.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4773,Kenna Hand-Knotted Wool Rug,Rugs,Patterned Rugs,375.0,2021-05-19 15:33:48-06:00,Yes,"Hand-knotted from wool, the Kenna Hand-Knotted Wool Rug blends beauty and durability in a design that grounds your space. Its tonal palette is warm and inviting, while its fringe is playful and casual."
4774,Jute Ticking Indigo Rug,Rugs,Patterned Rugs,100.0,2017-03-01 16:43:39-07:00,Yes,"This rug can go anywhere in your home with its simple indigo natural jute stripe. Its rustic simplicity with add a natural touch wherever it goes.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color."
4775,Vintage Rug No. 08,Rugs,Patterned Rugs,2585.0,2018-06-26 11:05:43-06:00,Yes,"It's no secret that we love vintage rugs! We use them in at least one room of every project. They add warmth, color, and character to any style. Finding vintage rugs require lots of digging and we've taken the work out for you! 
Because each rug has been handpicked and selected by Shea McGee, no two will ever be the same. Snatch them up while you can!
Our vintage rugs may have imperfections and/or irregularities; these blemishes add to the charm and character of the individual piece."
4776,Rosemarie Collection No. 3,Rugs,Patterned Rugs,90.0,2020-10-15 15:19:25-06:00,Yes,"﻿Drawing inspiration from vintage rug designs, the Rosemarie Collection No. 3 creates depth and dimension with its tonal use of blues and greens. Power-loomed for incredible softness and durability, its low pile never sheds even in high traffic spaces! 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown. Rug swatches cannot be returned or exchanged."
4777,Milo Jute & Cotton Rug,Rugs,Patterned Rugs,70.0,2017-03-01 17:06:37-07:00,Yes,"We love the floating jute bars that center the rug, complete with a marbled cotton base. It’s bold, yet earthy so it will blend in the home without being boring.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color."
4778,Orton Rug,Rugs,Patterned Rugs,145.0,2020-12-17 13:58:18-07:00,Yes,"﻿Handwoven from wool in a variety of sizes, the Orton Rug embraces contrast in an exaggerated plaid pattern. In rich brown, charcoal, and beige, this textile has an expressive warmth that gives nod to a more traditional pattern. Between its subdued interest and warm neutral palette, the Orton Rug grounds your space with ease. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4779,Callahan Rug,Rugs,Patterned Rugs,60.0,2021-03-04 15:51:40-07:00,Yes,"In a hand-woven design, the Callahan Rug anchors any room and gives warmth to your designs. Its neutral beige and gray palette lends versatility, and its stripes have subtle visual interest. Finished with long, multi-colored fringe, the Callahan Rug has a playfully casual look that gives a relaxed feel to your space.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4780,Cori Rug,Rugs,Patterned Rugs,290.0,2021-09-22 09:13:54-06:00,Yes,"In a palette of neutrals and muted blue, the Cori Rug is hand-loomed from wool and viscose in a stunningly simple design that gives nod to nature. Its pattern is inspired by a contemporary take on organic designs, for a piece that brings warmth and grounding to any room in the home.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4781,Summit Blue Indoor / Outdoor Rug,Rugs,Patterned Rugs,38.99,2020-07-16 12:00:26-06:00,Yes,"﻿Perfect for high traffic areas, this rug is crafted from recycled polyester on a loom. Its no pile design is easily cleaned, and as soft as a wool rug. Styled indoors or out, its simple striped motif effortlessly anchors your space while adding the perfect hint of color. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4782,Buenos Aires Hand-Knotted Wool Rug,Rugs,Patterned Rugs,285.0,2018-10-23 16:50:20-06:00,Yes,"This hand-knotted wool rug was inspired by those in the Tullu region in Morocco––a heathered solid that brings warmth to any room in the home. A high pile of wool is carefully hand-knotted into its cotton foundation. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4783,Jules Collection No. 5,Rugs,Patterned Rugs,60.0,2020-10-15 15:19:19-06:00,Yes,"﻿Power-loomed for durability, the Jules Collection No. 5 brings a vintage look and feel to your space with its visually interesting mix of hues. From cool blues to rusty reds, this rug is printed using advanced techniques creating a high-quality visual moment. Its low pile is easy to vacuum, perfect for even your busiest of rooms!
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown. Rug swatches cannot be returned or exchanged."
4784,Anna Indoor/Outdoor Rug,Rugs,Patterned Rugs,60.0,2021-05-19 15:33:43-06:00,Yes,"Every floor deserves to feel grounded. The Anna Indoor / Outdoor Rug is crafted from durable 100% PET, ideal for high-traffic areas of the home both inside and out. With a muted neutral palette and varied stripe sizes that create a warm, centered space, the Anna Indoor / Outdoor Rug keeps your space inviting and easy to clean."
4785,Torrance Indoor/Outdoor Rug,Rugs,Patterned Rugs,150.0,2020-12-17 13:48:42-07:00,Yes,"﻿The Torrance Rug plays with classic plaid in a palette of cool cream and charcoal. Its welcoming feel and indoor / outdoor construction make it a perfect piece to layer with doormats to add a cozy charm and elevated feel to your doorway vignettes.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4786,Summit Gray Indoor / Outdoor Rug,Rugs,Patterned Rugs,38.99,2020-07-16 12:07:18-06:00,Yes,"﻿Perfect for high traffic areas, this rug is crafted from recycled polyester on a loom. Its no pile design is easily cleaned, and as soft as a wool rug. Styled indoors or out, its simple striped motif effortlessly anchors your space while adding the perfect hint of color. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4787,Lenola Taupe Rug,Rugs,Patterned Rugs,1730.0,2021-09-22 09:13:56-06:00,Yes,"Featuring a cut-loop pile from its hand-woven construction, the Lenola Taupe Rug brings softness to your space. Its traditional, geometric pattern is intricate yet subtle, with the rug’s muted taupe palette adding a subdued emphasis to its design. Crafted from a blend of natural wool and luxe bamboo rayon, the Lenola Taupe Rug is effortlessly soft-to-the-touch and timeless in its style.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4788,Rouen Wool Rug,Rugs,Patterned Rugs,110.0,2018-06-26 14:08:27-06:00,Yes,"The Roen Wool Rug was designed to last for years to come.  Its neutral colorway and subtle stripes will never go out of style and is met with a 100% wool construction for maximum durability. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4789,Jules Collection No. 7,Rugs,Patterned Rugs,60.0,2020-10-15 15:19:21-06:00,Yes,"﻿Tribal-inspired with a vintage look and feel, the Jules Collection No. 7 is power-loomed for increased durability. Its creamy white base blends with the muted tones of rusty red and cool blue, creating a visually intriguing moment. Its low pile is easy to vacuum, perfect for even your busiest of rooms! 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown. Rug swatches cannot be returned or exchanged."
4790,Minya Hand-Knotted Rug,Rugs,Patterned Rugs,299.99,2020-02-07 13:53:02-07:00,Yes,"﻿Hand-knotted by skilled artisans in India, the Minya Rug makes a statement with its casually contrasting hues. Its tribal-inspired motif blends with a fringed edge, creating a whimsical yet refined look and feel in your space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4791,Moxie Indoor/Outdoor Rug,Rugs,Patterned Rugs,50.0,2021-05-19 15:33:50-06:00,Yes,"The Moxie Indoor / Outdoor Rug is the perfect piece for any space that needs an extra touch of warmth and durability. Easy to clean and designed to stand up to heavy foot traffic, we created this rug with a loose plaid pattern that lends an inviting touch to everything from patios to mud rooms."
4792,Banton Indoor/Outdoor Rug,Rugs,Patterned Rugs,150.0,2020-12-17 13:48:42-07:00,Yes,"﻿Playfully flannel-inspired, the Banton Rug is suited for indoor / outdoor use and its petite size is a gorgeous way to layer doormats in an outdoor entryway. Pronounced hues of blue are complemented by a warm, blush-hued beige and accents of cream, lending direction and interest to porch vignettes.  
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4793,Malta Woven Wool Rug,Rugs,Patterned Rugs,75.0,2018-06-26 14:08:20-06:00,Yes,"With faded blue and cream stripes and durable construction, the Malta Woven Wool Rug ensures maximum versatile in style and function.  The craftsmanship in its structured weave is clearly visible and greets sophisticated style with coastal character. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4794,Izsak Rug,Rugs,Patterned Rugs,270.0,2021-09-22 09:13:55-06:00,Yes,"A celebration of classic design and traditional Persian and Indian heritage, the Izsak Rug brings intricacy and pattern to the home. Hand-tufted in a neutral palette, the Izsak Rug is a nuanced addition of detail that brings a grounding, time-honored touch to floors throughout the home.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4795,Soliel Fringe Woven Rug,Rugs,Patterned Rugs,200.0,2019-11-14 15:03:05-07:00,Yes,"Woven on a loom for durability and texture, the Soliel Fringe Woven Rug anchors your space with a comfortable feel. From the classic navy and cream color palette to the striped details and playful fringed edge, this rug blends seamlessly in any space. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4796,Rosemarie Collection No. 1 Gold,Rugs,Patterned Rugs,90.0,2020-10-15 15:19:29-06:00,Yes,"﻿Featuring a stunning golden hue and vintage-inspired motif, the Rosemarie Collection No. 1 Gold anchors your space with casual elegance. Power-loomed in Egypt for added softness and durability, this rug features a low pile, perfect for those high traffic areas of your home. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4797,Reva Indoor/Outdoor Rug,Rugs,Patterned Rugs,60.0,2021-05-19 15:33:57-06:00,Yes,"Bringing a sense of warmth to high-traffic areas, we designed the Reva Indoor / Outdoor Rug for durability, softness, and elegance. Its easy-to-clean surface is a must-have convenience, but its real hallmark is the beautiful color-blocked stripes that lend an inviting touch to nearly any room."
4798,Loire Hand-Knotted Rug,Rugs,Patterned Rugs,154.99,2020-02-07 14:08:07-07:00,Yes,"﻿Hand-knotted in India by skilled artisans, the Loire Rug is crafted from 100% wool for long-lasting durability. Its neutral hues and subtle fringed edge anchor your space with a whimsical and approachable feel. 
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4799,Masella Taupe Rug,Rugs,Patterned Rugs,400.0,2021-09-22 09:14:25-06:00,Yes,"Finely hand-woven from a jute and cotton blend, the Masella Taupe Rug brings a casual yet grounding feel to your space. Its neutral palette of taupe and cream give a layer of warm comfort to your designs, and its classic striped design gives a touch of effortless simplicity to any room in the home.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4800,Melange Ivory Stripe Indoor / Outdoor Rug,Rugs,Patterned Rugs,80.0,2018-10-24 09:44:37-06:00,Yes,"Rugged meets refined in our Melange Ivory Stripe Rug. A sophisticated pattern in a flat twill weave brings dimension to your space. Washable and scrubbable, this rug is perfect for placing indoors or outdoors.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4801,James Rug,Rugs,Patterned Rugs,185.0,2019-07-12 13:07:56-06:00,Yes,"Handwoven by skilled artisans with decades of experience, our James Rug updates your space with a contemporary feel. Crafted from 100% wool, tones of charcoal, brown and cream anchor your space, while its spill resistant and antimicrobial design is durable enough for any room. Its abstract pattern transitions from modern to traditional homes for a look that’s both collected and eclectic.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
4802,Matson Rug,Rugs,Patterned Rugs,60.0,2021-03-04 15:51:44-07:00,Yes,"An effortless way to add neutral tones to your space, the Matson Rug is woven from 100% jute. With an organic feel that offers texture and dimension, this rug blends two tones of beige to create a casual, versatile look that celebrates natural materials.
Due to the handmade quality of our rugs, they may vary slightly in size and/or color. Rug pattern is scaled to rug size and may vary from the images shown."
